time,command_1,response_1,response_2,response_3
0.34,0.1,-0.137439173393365,-0.0413559033464421,-0.515540612559857
0.35,0.1,-0.140574455416922,-0.0428907273598457,-0.37909504667148
0.36,0.1,-0.148855144735834,-0.0443235991465653,-0.186452406274723
0.37,0.1,-0.161602615988185,-0.0457053514395746,0.0242407197408125
0.38,0.1,-0.177947165605215,-0.0470908177176133,0.21643546357731
0.39,0.1,-0.196931766684895,-0.0485335907436587,0.365871206757154
0.4,0.1,-0.217575635832508,-0.0500820341151443,0.466708254910254
0.41,0.1,-0.238861791270261,-0.0517766830891728,0.530195290973906
0.42,0.1,-0.259682428813358,-0.05364885621056,0.576150453248806
0.43,0.1,-0.278923490033524,-0.055720127415166,0.621290994301255
0.44,0.1,-0.295490385533675,-0.0580021084694055,0.670344592801075
0.45,0.1,-0.308358773442478,-0.0604957044434204,0.715138387919392
0.46,0.1,-0.316658169426354,-0.0631906368488818,0.733860745550728
0.47,0.1,-0.3198444300143,-0.0660655508295547,0.696406249424665
0.48,0.1,-0.317763109851743,-0.069088431656032,0.587347909595107
0.49,0.1,-0.31072819545623,-0.0722176834309241,0.403920656864691
0.5,0.1,-0.299619604854498,-0.0754045771116359,0.159767938410789
0.51,0.1,-0.285676244683621,-0.0785968783938083,-0.118459120865565
0.52,0.1,-0.270359365614178,-0.0817430713887583,-0.394383732426043
0.53,0.1,-0.255198188809303,-0.0847976646583569,-0.633513040012785
0.54,0.1,-0.241645813292364,-0.087725963011527,-0.805739564042589
0.55,0.1,-0.230929189797159,-0.0905068235037333,-0.877629151052738
0.56,0.1,-0.223978896963213,-0.0931341609715216,-0.837255809450105
0.57,0.1,-0.22139826532048,-0.095616870273832,-0.695862139849888
0.58,0.1,-0.22343166521498,-0.0979773328568629,-0.485163249780557
0.59,0.1,-0.230026772026137,-0.100248730405837,-0.251382217277874
0.6,0.1,-0.240822233730426,-0.102471988324967,-0.0427753023764024
0.61,0.1,-0.255188329988695,-0.10469226878629,0.103510245970189
0.62,0.1,-0.272301561260356,-0.10695571179503,0.173444664353874
0.63,0.1,-0.291241678434422,-0.109306433453313,0.175445924335505
0.64,0.1,-0.311081074024233,-0.111783549087369,0.143679087518183
0.65,0.1,-0.330934485560814,-0.114418828927285,0.122001540484139
0.66,0.1,-0.349963995405559,-0.117235223409775,0.144373519947184
0.67,0.1,-0.367360345937742,-0.120246362609328,0.22166940756553
0.68,0.1,-0.382309406540441,-0.12345677527906,0.338910124924043
0.69,0.1,-0.393987095256394,-0.126862360053847,0.462897013312322
0.7,0.1,-0.401673391597572,-0.130450814857339,0.554876398775172
0.71,0.1,-0.404884219179318,-0.134201680872059,0.582290601700507
0.72,0.1,-0.403411591765959,-0.13808637148782,0.525476236220823
0.73,0.1,-0.397344453249558,-0.142068329225614,0.378117032927374
0.74,0.1,-0.387174624167772,-0.146104992041532,0.148689344576021
0.75,0.1,-0.373762609116818,-0.150150329760924,-0.14010460383128
0.76,0.1,-0.358177874051637,-0.154157707270054,-0.449717534714639
0.77,0.1,-0.341616883732796,-0.158083289539889,-0.736126539410194
0.78,0.1,-0.325281200351888,-0.161890211887918,-0.961250423881355
0.79,0.1,-0.310330561069194,-0.165551291406315,-1.08847857825195
0.8,0.1,-0.297863622077552,-0.169050744250381,-1.09214239045099
0.81,0.1,-0.288762399702834,-0.172384840404319,-0.973944960460701
0.82,0.1,-0.283747790456836,-0.175561638517166,-0.760280805521035
0.83,0.1,-0.28339508843527,-0.178600568558624,-0.498689090597515
0.84,0.1,-0.287998479918886,-0.181530937406578,-0.246321074221889
0.85,0.1,-0.297463653474384,-0.184390040487131,-0.053675265804018
0.86,0.1,-0.31127797566869,-0.187221785729978,0.0360923839849123
0.87,0.1,-0.328560424543665,-0.190074545836937,0.00837254689889377
0.88,0.1,-0.348192527487787,-0.192997804317883,-0.106370676949465
0.89,0.1,-0.369046373170772,-0.196038006666833,-0.248562845425444
0.9,0.1,-0.390052299268963,-0.199234550604539,-0.352682713799709
0.91,0.1,-0.410249702026234,-0.202616655348864,-0.371316546670746
0.92,0.1,-0.428759177622952,-0.206202176600048,-0.291108453380857
0.93,0.1,-0.444740254809191,-0.209997912938334,-0.134843021329032
0.94,0.1,-0.457416712648803,-0.214000480615109,0.0557175106799592
0.95,0.1,-0.466076011782413,-0.218197395192051,0.232534599711527
0.96,0.1,-0.470157093494984,-0.222567453135001,0.35435057170077
0.97,0.1,-0.469339737776936,-0.227081443792122,0.392089272760044
0.98,0.1,-0.459839492288062,-0.23170262531829,0.332103684589801
0.99,0.1,-0.436077204717866,-0.236387826515375,0.178566594510198
1,1.5,-0.383727231828286,-0.24108941812184,-0.0524918489962429
1.01,1.5,-0.294456896605162,-0.245748721051689,-0.333032103815914
1.02,1.5,-0.176294630800139,-0.250243459267782,-0.623608682199661
1.03,1.5,-0.0549000021412483,-0.254368505227141,-0.291521731951266
1.04,1.5,0.0431022107194024,-0.257788057952101,1.28051370868879
1.05,1.5,0.0995931921449886,-0.260153901390866,5.18989762646968
1.06,1.5,0.112782537718898,-0.261300406771958,9.4907917214378
1.07,1.5,0.0899419928902391,-0.261332574149782,12.083944625056
1.08,1.5,0.0383965029217419,-0.260587628792993,12.199325445859
1.09,1.5,-0.0363657591931676,-0.259498178970286,9.80937798316854
1.1,1.5,-0.130180244458731,-0.258460643375983,6.49311810925168
1.11,1.5,-0.237823074644941,-0.257796449316231,4.00636969007909
1.12,1.5,-0.349929993618353,-0.25776504012828,3.13234440814725
1.13,1.5,-0.454541769282199,-0.258579172630909,3.57903939395671
1.14,1.5,-0.540326361030457,-0.26040678769737,4.4695549331435
1.15,1.5,-0.597472772844645,-0.263344686352727,5.15350347519338
1.16,1.5,-0.619481828214732,-0.267378252802292,5.49658131119715
1.17,1.5,-0.604754405340271,-0.272374496414592,5.34324685628866
1.18,1.5,-0.556713587431015,-0.278092671056881,4.75666717499866
1.19,1.5,-0.483867266520699,-0.284208676083348,4.3615803743343
1.2,1.5,-0.400050139015625,-0.290358886233648,4.56915196533421
1.21,1.5,-0.322938142015016,-0.29619013401413,5.21337050808999
1.22,1.5,-0.270184470013355,-0.301409034536109,5.94042190377727
1.23,1.5,-0.25380467799957,-0.305833592092946,6.57016845242454
1.24,1.5,-0.276440670545284,-0.309440169525516,7.04859501213836
1.25,1.5,-0.333563478143693,-0.312384606119733,7.2600233182059
1.26,1.5,-0.418225383902156,-0.314974797510842,6.86568131039565
1.27,1.5,-0.518594842755634,-0.317593575343225,5.86015134345648
1.28,1.5,-0.620260611797641,-0.320611641231669,4.82743722213586
1.29,1.5,-0.707512566186229,-0.324343829890093,4.58485596826386
1.3,1.5,-0.766943373623012,-0.329013985465793,5.57142288730379
1.31,1.5,-0.791123764192557,-0.33471174482966,7.22911479978603
1.32,1.5,-0.777219352578159,-0.341371169120133,7.20152302459528
1.33,1.5,-0.726172940082335,-0.34877297143221,5.64951512291075
1.34,1.5,-0.646028968227186,-0.35659463492012,4.66153691538034
1.35,1.5,-0.554377483274049,-0.364467628395117,4.8560121143722
1.36,1.5,-0.475161598432873,-0.372013304397424,5.47219522110651
1.37,1.5,-0.430412219269666,-0.378894753863127,5.98780609011823
1.38,1.5,-0.431720618878168,-0.384902455507458,6.39158350014518
1.39,1.5,-0.47703950939609,-0.390037194148223,6.62487786233202
1.4,1.5,-0.553909225680681,-0.394535099514294,6.44427662132552
1.41,1.5,-0.644832371688589,-0.398806359182217,5.77275409394019
1.42,1.5,-0.732802319798114,-0.403311512525607,5.00229473066954
1.43,1.5,-0.804951476911761,-0.408438232848953,4.73609038243355
1.44,1.5,-0.852674122701119,-0.41442074603382,5.00729952653476
1.45,1.5,-0.869482735473896,-0.421314253556893,5.25777619843173
1.46,1.5,-0.85056086700298,-0.429020018208068,5.09647471630369
1.47,1.5,-0.79617922418327,-0.437332058668652,4.65851911761793
1.48,1.5,-0.716190776680834,-0.445971198590597,4.34913028488273
1.49,1.5,-0.630531805205219,-0.454601842867589,4.42442338277645
1.5,1.5,-0.563289879072835,-0.462863278709408,4.8805033323682
1.51,1.5,-0.533099162380674,-0.470443262340452,5.53341561225671
1.52,1.5,-0.546085620662028,-0.477178969344913,6.07900247418211
1.53,1.5,-0.595690058185337,-0.483131680377236,6.18528144140245
1.54,1.5,-0.667841647981837,-0.488582537901695,5.69829296550259
1.55,1.5,-0.74671426038008,-0.493941465649258,4.84987427175816
1.56,1.5,-0.818639990586641,-0.49961732134558,4.20279582575196
1.57,1.5,-0.873962517504111,-0.505913641495392,4.20195220984741
1.58,1.5,-0.906170007678604,-0.512980363257724,4.67834746214145
1.59,1.5,-0.909775214302531,-0.520814804006367,4.9622145549319
1.6,1.5,-0.880909321338208,-0.529294360967381,4.63435290599287
1.61,1.5,-0.82173661895131,-0.538216925050932,3.98772214830795
1.62,1.5,-0.74409010169147,-0.54732264571073,3.60154948985213
1.63,1.5,-0.668070681854478,-0.556303841453102,3.75400237794192
1.64,1.5,-0.614441337043248,-0.564841123260877,4.34956863190344
1.65,1.5,-0.596065492404095,-0.572683685408289,5.08576533338611
1.66,1.5,-0.613992558741059,-0.579742170468421,5.57727719092956
1.67,1.5,-0.660053802039691,-0.586136748824122,5.50222714396619
1.68,1.5,-0.722023723028396,-0.592160902461484,4.80873536263188
1.69,1.5,-0.78740987896488,-0.59818017678194,3.88705770279018
1.7,1.5,-0.845769117643612,-0.604523764980407,3.37608395746974
1.71,1.5,-0.889933700616185,-0.611417187867196,3.63110836566673
1.72,1.5,-0.915144296868334,-0.618959829218113,4.29236834388105
1.73,1.5,-0.917019036586859,-0.627132159237692,4.5805387597316
1.74,1.5,-0.891976128367052,-0.63582394839691,4.12519239671813
1.75,1.5,-0.841026277017416,-0.644866916832801,3.32208873942371
1.76,1.5,-0.773311982318573,-0.654049237114679,2.82594108176231
1.77,1.5,-0.705326803128443,-0.663118118598701,2.94143754781673
1.78,1.5,-0.654457337320092,-0.671804894014496,3.56189816451317
1.79,1.5,-0.631963071215499,-0.679889901479552,4.36897641710033
1.8,1.5,-0.639354145005103,-0.687283568493783,4.96518080027411
1.81,1.5,-0.670653936121962,-0.694069925358935,4.99353367771117
1.82,1.5,-0.716947343254433,-0.700480678387298,4.33982315086638
1.83,1.5,-0.769009189392613,-0.70681297162669,3.35019147719983
1.84,1.5,-0.81841196104209,-0.713340327656222,2.66692635408133
1.85,1.5,-0.858790404441526,-0.720260958470046,2.77137301140367
1.86,1.5,-0.886381539340519,-0.727681926711455,3.50553900053792
1.87,1.5,-0.898352743446682,-0.735619679900732,4.11876155781055
1.88,1.5,-0.891248429063181,-0.744013036692003,3.97006867721243
1.89,1.5,-0.862562892159854,-0.752749903798709,3.15828030289092
1.9,1.5,-0.814284760553205,-0.761687824868214,2.33405557842095
1.91,1.5,-0.755112145817385,-0.770653784047611,2.01909559529187
1.92,1.5,-0.698876465442896,-0.77944257542942,2.32555804533151
1.93,1.5,-0.658732040228355,-0.787844244128006,3.06807990786489
1.94,1.5,-0.642102169745361,-0.795700952585974,3.89917901113834
1.95,1.5,-0.648496538263091,-0.802970162525483,4.42080195628118
1.96,1.5,-0.672282869735077,-0.809747754152818,4.34005929381943
1.97,1.5,-0.70686355136264,-0.816235652072681,3.6192674060043
1.98,1.5,-0.728989699404641,-0.822670900783495,2.6219050447405
1.99,1.5,-0.73725914396593,-0.829257973010637,1.93333841451152
2,0.1,-0.740232374976115,-0.836139215106478,2.01311743745646
2.01,0.1,-0.748387702312655,-0.843396500441913,2.78103930257026
2.02,0.1,-0.759046097945509,-0.850735057124922,3.56975740369671
2.03,0.1,-0.766765464770481,-0.858103572731231,5.38199469681998
2.04,0.1,-0.766861953121056,-0.865536487940885,6.93490244004061
2.05,0.1,-0.756978625906048,-0.873072388922165,7.68375253511784
2.06,0.1,-0.737481520888491,-0.880705851082102,6.68328415828693
2.07,0.1,-0.711024442856945,-0.888381176254066,5.1564914506456
2.08,0.1,-0.681529313464341,-0.896008244248091,4.526328427515
2.09,0.1,-0.653191790609919,-0.903487344381429,4.955956370115
2.1,0.1,-0.629768259952976,-0.91073451791106,5.7050430977337
2.11,0.1,-0.613976194478867,-0.917699075822105,6.03941036179152
2.12,0.1,-0.606876367655617,-0.924371406450367,5.74029808435567
2.13,0.1,-0.607637845013868,-0.930781976578528,5.05923507812695
2.14,0.1,-0.61388170172231,-0.936994334883775,4.42962179961993
2.15,0.1,-0.622471617602134,-0.943091559317914,4.18420770254102
2.16,0.1,-0.630758380955781,-0.949158033979104,4.40861904677537
2.17,0.1,-0.637284402914848,-0.955261859151715,4.93877293922706
2.18,0.1,-0.642059591475349,-0.961442373484016,5.46612341519718
2.19,0.1,-0.646096426690373,-0.967709231860617,5.70276041475109
2.2,0.1,-0.650468021964583,-0.974050807308938,5.54039026549039
2.21,0.1,-0.655572935120976,-0.980448411577482,5.05867722795061
2.22,0.1,-0.660803241401666,-0.986889053623502,4.48533943147795
2.23,0.1,-0.664631698570439,-0.993371102513869,4.01344893836661
2.24,0.1,-0.665128506733169,-0.99990069348775,3.71742002163595
2.25,0.1,-0.66059413659736,-1.00648298671082,3.55515419929981
2.26,0.1,-0.650098997671433,-1.01311213023984,3.45325248042993
2.27,0.1,-0.633852693700178,-1.01976445383389,3.35730097519473
2.28,0.1,-0.613126263242219,-1.02639771638151,3.24663243475552
2.29,0.1,-0.589942440119558,-1.0329561320743,3.11433806545421
2.3,0.1,-0.566749218750586,-1.03938027360354,2.9590040836036
2.31,0.1,-0.545971360189828,-1.04561828868803,2.7784362270524
2.32,0.1,-0.529619766420681,-1.0516350045018,2.57244219152901
2.33,0.1,-0.519008818653806,-1.0574178763485,2.37245495195993
2.34,0.1,-0.51458169382499,-1.06297903009796,2.21918125034435
2.35,0.1,-0.515863484835843,-1.06835304425849,2.15642159956228
2.36,0.1,-0.521642147264264,-1.07359132906676,2.22635087996083
2.37,0.1,-0.530276864031275,-1.07875424324,2.44348309738864
2.38,0.1,-0.540067514314786,-1.0839020056164,2.7821385262455
2.39,0.1,-0.549578403761726,-1.08908619771491,3.17992508614677
2.4,0.1,-0.557878310646703,-1.09434387120428,3.54897749566487
2.41,0.1,-0.564616824188047,-1.09969504700514,3.8020261430627
2.42,0.1,-0.569931903104975,-1.1051438082758,3.88264953371475
2.43,0.1,-0.574250318744176,-1.11068221830944,3.79030105293655
2.44,0.1,-0.578025454462495,-1.11629593281739,3.57825619345913
2.45,0.1,-0.581495814998576,-1.12196967202734,3.3101424285026
2.46,0.1,-0.584536302463835,-1.12769118801253,3.03207145040535
2.47,0.1,-0.586633481467416,-1.13345286730798,2.77106583111762
2.48,0.1,-0.586972436374849,-1.13925072716191,2.53461883480978
2.49,0.1,-0.584639614386637,-1.14508142006936,2.31733388137315
2.5,0.1,-0.578874229452946,-1.15093836751086,2.10842318242289
2.51,0.1,-0.569280264773529,-1.15680822791983,1.89706542032452
2.52,0.1,-0.555922306689826,-1.16266881912026,1.67530368276691
2.53,0.1,-0.539339157800601,-1.16848940183014,1.43937535930118
2.54,0.1,-0.520490300586819,-1.17423332177203,1.19078765250994
2.55,0.1,-0.500626456562424,-1.17986225956249,0.938378191563792
2.56,0.1,-0.481181952682682,-1.18534091364796,0.694938652468934
2.57,0.1,-0.463524731340045,-1.19064154231507,0.476949996821666
2.58,0.1,-0.448859128079531,-1.19574754226007,0.305452312747695
2.59,0.1,-0.438080139473064,-1.20065589304012,0.2035284679723
2.6,0.1,-0.431683791591061,-1.20537766636309,0.193584652085344
2.61,0.1,-0.429741044009082,-1.20993691540305,0.293667115089997
2.62,0.1,-0.431914462424637,-1.21436829551462,0.502446430059707
2.63,0.1,-0.437525751079858,-1.21871346654062,0.800175338283835
2.64,0.1,-0.445700589270778,-1.22301695841418,1.15478594014191
2.65,0.1,-0.455536676056347,-1.22732194320432,1.51905164013122
2.66,0.1,-0.466198939777317,-1.23166646548148,1.83930467090632
2.67,0.1,-0.476943298161744,-1.23608063772921,2.06319086392393
2.68,0.1,-0.487179414506626,-1.24058558706097,2.15088073272178
2.69,0.1,-0.49643559478514,-1.24519371929878,2.08597460685119
2.7,0.1,-0.504350687628936,-1.24990950202368,1.88982387324101
2.71,0.1,-0.510683342031389,-1.25473070104855,1.61582647839102
2.72,0.1,-0.515309467923908,-1.25964978903469,1.32819657973404
2.73,0.1,-0.518185394794177,-1.26465503777574,1.09240778563009
2.74,0.1,-0.519317347625556,-1.2697316979407,0.948167195078364
2.75,0.1,-0.518678909069287,-1.27486320220084,0.89347353852734
2.76,0.1,-0.516151408941589,-1.28003218129485,0.890071442764218
2.77,0.1,-0.511557211163515,-1.28522115589409,0.880738844963013
2.78,0.1,-0.504661575328768,-1.29041262981948,0.812822185339092
2.79,0.1,-0.495269688076571,-1.29558838122076,0.657843895342498
2.8,0.1,-0.483359946968749,-1.300728686695,0.414617096420628
2.81,0.1,-0.469141943874594,-1.30581173952146,0.102864962640833
2.82,0.1,-0.453122821831794,-1.3108134483778,-0.24421508346256
2.83,0.1,-0.435912605060125,-1.31570858785606,-0.596158434445401
2.84,0.1,-0.418420592929604,-1.32047279057354,-0.928670422046836
2.85,0.1,-0.401526344770612,-1.32508538867773,-1.21851359692678
2.86,0.1,-0.386104272009204,-1.3295312389205,-1.44019313716559
2.87,0.1,-0.372994903069814,-1.3338029013055,-1.56489596728072
2.88,0.1,-0.362823262950016,-1.33790194913046,-1.58544426257431
2.89,0.1,-0.355940461170881,-1.34183869422023,-1.48765643184379
2.9,0.1,-0.352458310686926,-1.34563216236478,-1.28098754356595
2.91,0.1,-0.352275046592141,-1.34930880118037,-0.98942927081638
2.92,0.1,-0.355217313253189,-1.35289992847419,-0.643875034331514
2.93,0.1,-0.36107555794368,-1.35643916841387,-0.289655809869901
2.94,0.1,-0.369549539787463,-1.35996013899768,0.0173908092244739
2.95,0.1,-0.38031660544592,-1.36349496559126,0.221505012369266
2.96,0.1,-0.393002667202088,-1.36707390998531,0.277688191504806
2.97,0.1,-0.406967901768278,-1.37072475142735,0.171297824142349
2.98,0.1,-0.435410517492304,-1.37447202339289,-0.0781969434603367
2.99,0.1,-0.487302894814807,-1.37833704890932,-0.42452085840269
3,1.5,-0.567689302903227,-1.38233609389057,-0.78879562544354
3.01,1.5,-0.658341597457269,-1.38648900537824,-1.07664383485529
3.02,1.5,-0.733303153404981,-1.39107396542451,-1.22027742095145
3.03,1.5,-0.773508268096868,-1.39633551199852,-2.2789971443276
3.04,1.5,-0.775268826501966,-1.40247362989139,-4.04437277850551
3.05,1.5,-0.74513529672643,-1.40946004942285,-6.4880793394786
3.06,1.5,-0.692590222638636,-1.4170279371478,-7.41020278191537
3.07,1.5,-0.624237922215285,-1.42480091273055,-6.37081609557954
3.08,1.5,-0.544443187014601,-1.43242319625058,-4.41806921721858
3.09,1.5,-0.458518744225886,-1.43962629864113,-2.65276515453619
3.1,1.5,-0.374492865471088,-1.44622251059163,-1.95048770563085
3.11,1.5,-0.302726668068666,-1.45207559157917,-2.35536227123117
3.12,1.5,-0.253803996528512,-1.45709543139996,-3.25474016068973
3.13,1.5,-0.235407991871136,-1.4612583133478,-4.00740536856062
3.14,1.5,-0.249644896276281,-1.46463337645086,-4.36416335336969
3.15,1.5,-0.292905702528526,-1.46739647119338,-4.49067572758741
3.16,1.5,-0.358341121682812,-1.46981719338651,-4.72044039240586
3.17,1.5,-0.438880128422418,-1.47221572378715,-5.23979077637204
3.18,1.5,-0.528433790917022,-1.47490405550935,-5.90992425427087
3.19,1.5,-0.618898484523313,-1.47813987128862,-6.36696990100798
3.2,1.5,-0.699798696525553,-1.48210996941232,-6.32425367810634
3.21,1.5,-0.759938465936547,-1.48693617573614,-5.76520508884314
3.22,1.5,-0.789173552218958,-1.49267284613784,-4.9366427433559
3.23,1.5,-0.781831020989131,-1.49927816533636,-4.2460085122255
3.24,1.5,-0.738827063262263,-1.50659994349162,-4.49243474569025
3.25,1.5,-0.667626793878771,-1.51437552586823,-5.52750043256076
3.26,1.5,-0.581417739251514,-1.52226149785046,-6.20007027665486
3.27,1.5,-0.49695715124091,-1.52989205549009,-5.99477885442686
3.28,1.5,-0.430790231784845,-1.53694459541182,-5.28809177561998
3.29,1.5,-0.39471959951469,-1.5432000197586,-4.62964450737494
3.3,1.5,-0.394179239523346,-1.54859012252074,-4.30394750787772
3.31,1.5,-0.428922572361663,-1.55321549222909,-4.39429198751647
3.32,1.5,-0.494383249763243,-1.55732041950783,-5.01588816676898
3.33,1.5,-0.581126887167278,-1.56123498879531,-5.98953147492305
3.34,1.5,-0.674412830451959,-1.56531751210293,-6.73018733626742
3.35,1.5,-0.758586245441794,-1.5699028367702,-6.55143127014461
3.36,1.5,-0.821031225685125,-1.57526045058248,-5.67773588303749
3.37,1.5,-0.852175667093067,-1.58153473754085,-5.67321584441667
3.38,1.5,-0.845313461130481,-1.58871068119923,-6.68765310481399
3.39,1.5,-0.799420626722168,-1.59663004434642,-7.55346900218644
3.4,1.5,-0.722450596720643,-1.6050251356492,-7.66321248948566
3.41,1.5,-0.631226065157237,-1.61354588291937,-7.29542039623466
3.42,1.5,-0.5468349111616,-1.62180122220022,-6.81251129117172
3.43,1.5,-0.487856223251789,-1.62943414950818,-6.32748612965723
3.44,1.5,-0.465175334646424,-1.63621316744747,-5.93437779016367
3.45,1.5,-0.480540834491825,-1.64209911839914,-5.82843636446214
3.46,1.5,-0.528200565706059,-1.64725414912369,-6.12630932310208
3.47,1.5,-0.597741154101871,-1.65199038946476,-6.67289796465374
3.48,1.5,-0.676691483617075,-1.65668531727741,-7.12076727042454
3.49,1.5,-0.752046064951908,-1.66169759861903,-7.24987774334886
3.5,1.5,-0.810802732644074,-1.66730444127859,-7.18119915923656
3.51,1.5,-0.840950579453946,-1.67366632263636,-7.21184148659492
3.52,1.5,-0.834301564733324,-1.68081380548546,-7.46620082813548
3.53,1.5,-0.790367360531202,-1.68864530339754,-7.78363831874155
3.54,1.5,-0.718438038962739,-1.69693177301526,-7.90560324640356
3.55,1.5,-0.635588324090381,-1.70534057290653,-7.68624801897662
3.56,1.5,-0.561041272745247,-1.71349431388114,-7.1690798624663
3.57,1.5,-0.510171904287201,-1.72106038420455,-6.56776538308769
3.58,1.5,-0.491101473797989,-1.72784039351079,-6.17975731684262
3.59,1.5,-0.504540555281571,-1.73382014295634,-6.21443217364529
3.6,1.5,-0.545534403081113,-1.73916046153882,-6.62420047485943
3.61,1.5,-0.605613762573839,-1.74414174229691,-7.09552151691349
3.62,1.5,-0.674470167055157,-1.74909037128661,-7.2997399685534
3.63,1.5,-0.740693139306281,-1.75431261674359,-7.19790305510395
3.64,1.5,-0.792055510634833,-1.76004711788462,-7.06232016899488
3.65,1.5,-0.817061106253159,-1.76643699987522,-7.17524286100289
3.66,1.5,-0.808549782384887,-1.77351508871016,-7.53197192620064
3.67,1.5,-0.767328025561932,-1.781194058798,-7.87846003390363
3.68,1.5,-0.703005598383283,-1.78926492422845,-7.94662566379005
3.69,1.5,-0.6308590573336,-1.79742245409473,-7.62754494513118
3.7,1.5,-0.566428320779399,-1.80532879131548,-7.02174282455082
3.71,1.5,-0.521260858840432,-1.8126996721058,-6.40298930599469
3.72,1.5,-0.501300054790881,-1.81937812826932,-6.08527033061853
3.73,1.5,-0.507311495593327,-1.82536331394122,-6.22709085598339
3.74,1.5,-0.536176034894537,-1.83079078545267,-6.68678546580244
3.75,1.5,-0.58223184688434,-1.83588471352244,-7.08590005233703
3.76,1.5,-0.63827307528688,-1.84090423086126,-7.12639043875028
3.77,1.5,-0.695617306879857,-1.84609782582527,-6.87176686666972
3.78,1.5,-0.744038504986985,-1.85166984693258,-6.67090680937178
3.79,1.5,-0.773015319169206,-1.85775952268247,-6.80179742873097
3.8,1.5,-0.774928771952187,-1.86442609094104,-7.22031490906105
3.81,1.5,-0.748580917952357,-1.87163281184097,-7.64722121979946
3.82,1.5,-0.700136869142052,-1.87923659707936,-7.79578895477831
3.83,1.5,-0.640978433299948,-1.88700034311434,-7.52732594757455
3.84,1.5,-0.583416663178967,-1.89464169264366,-6.9109296162474
3.85,1.5,-0.537138865756938,-1.90190426468062,-6.21726253575886
3.86,1.5,-0.507945547805713,-1.90862172797212,-5.8013131692387
3.87,1.5,-0.498084997060833,-1.91474813612714,-5.86917191508396
3.88,1.5,-0.507003738977345,-1.92034805742586,-6.32293943583092
3.89,1.5,-0.532081004724554,-1.92556381711785,-6.79513762243046
3.9,1.5,-0.56948609081216,-1.93057877732331,-6.9182152633038
3.91,1.5,-0.614437384897514,-1.935586069705,-6.63128318213542
3.92,1.5,-0.660560588753838,-1.94076331168321,-6.24012024043045
3.93,1.5,-0.699665061277053,-1.94625536073256,-6.12962244314913
3.94,1.5,-0.722956544709929,-1.95216403259293,-6.42442419570348
3.95,1.5,-0.724236083102897,-1.95853560731611,-6.94149581167443
3.96,1.5,-0.702877803472088,-1.96534262321078,-7.37459120375886
3.97,1.5,-0.664138634055121,-1.97247013193581,-7.47549403034644
3.98,1.5,-0.633262636932844,-1.9797251661502,-7.14628835567027
3.99,1.5,-0.616748032504952,-1.98687979512609,-6.47856989492123
4,0.1,-0.606290478660984,-1.99373041765266,-5.75150947332439
4.01,0.1,-0.589020140317149,-2.00014505352057,-5.31994785551161
4.02,0.1,-0.571458857910916,-2.00638967345508,-5.39427062851871
4.03,0.1,-0.560883269192692,-2.01252928847458,-7.42471955162373
4.04,0.1,-0.558604740307354,-2.01851991560407,-10.186586673598
